Mad1_100_16_scaffold_91498	Mad1_100_16_scaffold_91498
Mad1_100_16_scaffold_91498	Mad1_115_16_scaffold_51066
RTP_09252017_14_scaffold_47351	RTP_09252017_14_scaffold_47351
JGI24023J19991_10026267	JGI24023J19991_10026267
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_44876	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_44876
Nantong_Groundwater_SRR22387873_scaffold_1350	Nantong_Groundwater_SRR22387873_scaffold_1350
GS843_0p1_scaffold_2721	GS843_0p1_scaffold_2721
rifcsplowo2_01_scaffold_5183	rifcsplowo2_01_scaffold_5183
RiceMega_All12CReps_coassembly_PB_343919_L	RiceMega_All12CReps_coassembly_PB_343919_L
BC_09192017_0_5m_scaffold_990	BC_09192017_0_5m_scaffold_990
BML_coassembly_scaffold_12074	BML_coassembly_scaffold_12074
Landfill_SRR22315509_scaffold_5438	Landfill_SRR22315509_scaffold_5438
LacPavin_0818_WC40_scaffold_93729	LacPavin_0818_WC40_scaffold_93729
NODE_2310_length_18748_cov_5.688707	NODE_2310_length_18748_cov_5.688707
BML_coassembly_scaffold_9823	BML_coassembly_scaffold_9823
BML_coassembly_scaffold_9823	BML_05172017_1_5m_scaffold_461
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_51345	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_51345
SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_10570	SR-VP_9_9_2021_72_4B_1_05m_2_METASPADES_scaffold_10570
GOSHIP-P18_196_1_17_238S_648m_820	GOSHIP-P18_196_1_17_238S_648m_820
Alum_Rock_MS11_biofilm_2_scaffold_850	Alum_Rock_MS11_biofilm_2_scaffold_850
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_26_10_2020_1_100CM_scaffold_84958
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_11_27_2022_S1_80cm_scaffold_3136
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_07_25_2022_A1_115cm_PACBIO-HIFI_METAMDBG_356340_L
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_05_06_2024_N_middle_scaffold_11254
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_05_06_2024_N_top_scaffold_11797
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_Bioreactor_ck_bot_05_17_2025_scaffold_9479
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_07_25_2022_A1_80cm_MG_illumina_1458
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_26_10_2020_2_100CM_scaffold_4811997
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_26_10_2019_1_90cm_scaffold_3114
SR-VP_26_10_2020_1_100CM_scaffold_84958	Final_SR-VP_05_06_2024_coassembly_19kb_linear_ECE_26_1334_complete
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_26_10_2019_1_100cm_scaffold_2098
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_07_25_2022_A1_60cm_PACBIO-HIFI_METAMDBG_491354_L
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_05_06_2024_N_bottom_scaffold_6272
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_07_25_2022_A1_80cm_PACBIO-HIFI_METAMDBG_378448_L
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_07_25_2022_A1_90cm_MG_illumina_811
SR-VP_26_10_2020_1_100CM_scaffold_84958	SR-VP_26_10_2019_2_90cm_scaffold_2750
L2c2_full_idba_ud_scaffold_1318	L2c2_full_idba_ud_scaffold_1318
GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_5039	GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_5039
SW_scaffold_5031	SW_scaffold_5031
LC_01_metaspades_scaffold_12180_length_17513_cov_8.256272	LC_01_metaspades_scaffold_12180_length_17513_cov_8.256272
SRVP19_trench_A_40cm-2_viral_idba_scaffold_30523	SRVP19_trench_A_40cm-2_viral_idba_scaffold_30523
SW_scaffold_5157	SW_scaffold_5157
BC_09192017_0_5m_scaffold_3244	BC_09192017_0_5m_scaffold_3244
StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_9717	StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_9717
S35_SO-1_scaffold_119093	S35_SO-1_scaffold_119093
LAC_NA06_curated_scaffold_1495	LAC_NA06_curated_scaffold_1495
LAC_NA06_curated_scaffold_1495	LAC_NA06_scaffold_1495
ALT_092018_0_1um_scaffold_190	ALT_092018_0_1um_scaffold_190
PH2015_02_scaffold_138	PH2015_02_scaffold_138
PH2015_02_scaffold_138	PH2015_13_scaffold_526
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_59261	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_59261
SPRUCE_SRR12951269_3674	SPRUCE_SRR12951269_3674
rifcsplowo2_12_scaffold_4260	rifcsplowo2_12_scaffold_4260
SPRUCE_SRR13201612_7403	SPRUCE_SRR13201612_7403
PH2017_26_ELK_O_A_scaffold_441	PH2017_26_ELK_O_A_scaffold_441
ar4r2_scaffold_1444	ar4r2_scaffold_1444
GCA_900321055_96	GCA_900321055_96
BC_09192017_0_5m_scaffold_1395	BC_09192017_0_5m_scaffold_1395
Salt_Pond_R1_C_D1_MG_scaffold_1934	Salt_Pond_R1_C_D1_MG_scaffold_1934
SW_scaffold_5990	SW_scaffold_5990
BML_coassembly_scaffold_17456	BML_coassembly_scaffold_17456
BML_coassembly_scaffold_11361	BML_coassembly_scaffold_11361
Nantong_Groundwater_SRR22387873_scaffold_2044	Nantong_Groundwater_SRR22387873_scaffold_2044
SR-VP_07_25_2022_C_110cm_scaffold_4384	SR-VP_07_25_2022_C_110cm_scaffold_4384
SR1-18-Sp65_coassembly_scaffold_545581	SR1-18-Sp65_coassembly_scaffold_545581
SRR17498766_aquifer_sediment_scaffold_1816	SRR17498766_aquifer_sediment_scaffold_1816
SacSanJoaqDelta_SMS_1_2024_scaffold_61866	SacSanJoaqDelta_SMS_1_2024_scaffold_61866
Dalian_Groundwater_SRR22387926_scaffold_5929	Dalian_Groundwater_SRR22387926_scaffold_5929
BalticSea_GPT96_02_16Sept22_spike_1400	BalticSea_GPT96_02_16Sept22_spike_1400
BalticSea_GPT96_02_16Sept22_spike_1400	BalticSea_GPT76_02_12Jul22_spike_1941
BC_09192017_0_5m_scaffold_1649	BC_09192017_0_5m_scaffold_1649
H2a2_full_idba_ud_scaffold_626	H2a2_full_idba_ud_scaffold_626
BML_05172017_1_5m_scaffold_300	BML_05172017_1_5m_scaffold_300
BML_05172017_1_5m_scaffold_300	BML_02172017_0m_scaffold_405
BML_05172017_1_5m_scaffold_300	BML_coassembly_scaffold_7573
rifcsphigho2_02_scaffold_7920	rifcsphigho2_02_scaffold_7920
Hor_350_2023_4207	Hor_350_2023_4207
GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_17351	GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_17351
NP_5948	NP_5948
oroloma2_scaffold_2116	oroloma2_scaffold_2116
RIFCSPHIGHO2_12_FULL_Chlamydiae_27_8_rifcsphigho2_12_scaffold_7321	RIFCSPHIGHO2_12_FULL_Chlamydiae_27_8_rifcsphigho2_12_scaffold_7321
RIFCSPHIGHO2_12_FULL_Chlamydiae_27_8_rifcsphigho2_12_scaffold_7321	rifcsphigho2_12_scaffold_7321
CG_4_9_14_3_um_filter_150_scaffold_8596	CG_4_9_14_3_um_filter_150_scaffold_8596
EelRiver_JDA_N3_210922_idba_scaffold_792	EelRiver_JDA_N3_210922_idba_scaffold_792
Alum_Rock_MS4_biofilm_1_metaspades_scaffold_2267	Alum_Rock_MS4_biofilm_1_metaspades_scaffold_2267
16ft_4_scaffold_2133	16ft_4_scaffold_2133
16ft_4_scaffold_2133	RifSed_csp1_16ft_4_scaffold_2135
16ft_4_scaffold_2133	RifSed_csp1_19ft_3_scaffold_3516
BC_09192017_0_5m_scaffold_3763	BC_09192017_0_5m_scaffold_3763
SW_scaffold_7527	SW_scaffold_7527
RTP_082018_0_1um_scaffold_4176	RTP_082018_0_1um_scaffold_4176
RTP_082018_0_1um_scaffold_4176	RTP_05232018_0_1um_scaffold_892
amazon_plume_scaffold_1272	amazon_plume_scaffold_1272
PH2017_07_MST_O_A_scaffold_272	PH2017_07_MST_O_A_scaffold_272
RifSed_csp2_19ft_3_scaffold_10579	RifSed_csp2_19ft_3_scaffold_10579
LacPavin_0718_WC40_scaffold_958	LacPavin_0718_WC40_scaffold_958
rifoxyc1_sub10_scaffold_281	rifoxyc1_sub10_scaffold_281
14_0903_12_20cm_scaffold_5176	14_0903_12_20cm_scaffold_5176
Landfill_SRR22315508_scaffold_11879	Landfill_SRR22315508_scaffold_11879
GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_19770	GuaymasBasin_2024_04_24_CC8_6-9cm_D5265_19770
AR_MS4_05142019_scaffold_4521	AR_MS4_05142019_scaffold_4521
SW_scaffold_8472	SW_scaffold_8472
RES_21_07_21_R1_M2_MG_2041	RES_21_07_21_R1_M2_MG_2041
Alum_Rock_MS4_bulk_metaspades_scaffold_618	Alum_Rock_MS4_bulk_metaspades_scaffold_618
SRR17498766_aquifer_sediment_scaffold_6555	SRR17498766_aquifer_sediment_scaffold_6555
H2c1_full_idba_ud_scaffold_10315	H2c1_full_idba_ud_scaffold_10315
H2c1_full_idba_ud_scaffold_10315	U1c1_full_idba_ud_scaffold_6228
H2c1_full_idba_ud_scaffold_10315	U1c2_full_idba_ud_scaffold_6954
H2c1_full_idba_ud_scaffold_10315	L3c1_full_scaffold_655
H2c1_full_idba_ud_scaffold_10315	H3c2_scaffold_1057
SW_scaffold_26622	SW_scaffold_26622
ALT_09252017_20_scaffold_9969	ALT_09252017_20_scaffold_9969
Salt_Pond_R2_C_H2O_MG_scaffold_5842	Salt_Pond_R2_C_H2O_MG_scaffold_5842
GOSHIP-P18_201_1_23_265S_24m_4750	GOSHIP-P18_201_1_23_265S_24m_4750
Salt_Pond_SF2_B_H2O_MG_scaffold_6232	Salt_Pond_SF2_B_H2O_MG_scaffold_6232
Weihai_Groundwater_SRR22388041_scaffold_24942	Weihai_Groundwater_SRR22388041_scaffold_24942
Meg19_1012_Bin_405_scaffold_52175	Meg19_1012_Bin_405_scaffold_52175
zodeltone_water_may_2017_k87_7874776	zodeltone_water_may_2017_k87_7874776
unicom2021_DBay_Inner_Filter_idba_scaffold_19702	unicom2021_DBay_Inner_Filter_idba_scaffold_19702
SR-VP_11_27_2022_S1_40cm_scaffold_15277	SR-VP_11_27_2022_S1_40cm_scaffold_15277
SW_scaffold_28137	SW_scaffold_28137
Landfill_SRR22315506_METASPADES_scaffold_46778	Landfill_SRR22315506_METASPADES_scaffold_46778
SCNpilot_expt_500_p_scaffold_6350	SCNpilot_expt_500_p_scaffold_6350
SCNpilot_expt_500_p_scaffold_6350	SCNpilot_cont_750_p_scaffold_8434
Landfill_SRR22315504_scaffold_40513	Landfill_SRR22315504_scaffold_40513
CG08_land_8_20_14_0.20_scaffold_11482	CG08_land_8_20_14_0.20_scaffold_11482
rifoxyb1_full_scaffold_8172	rifoxyb1_full_scaffold_8172
SW_scaffold_29486	SW_scaffold_29486
BML_coassembly_scaffold_71510	BML_coassembly_scaffold_71510
RHP_10142018_0_1um_scaffold_5466	RHP_10142018_0_1um_scaffold_5466
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_233144	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_233144
SRR17498766_aquifer_sediment_scaffold_7403	SRR17498766_aquifer_sediment_scaffold_7403
Petaluma_2024_06_26_S10_P3_0-20cm_mix_11995	Petaluma_2024_06_26_S10_P3_0-20cm_mix_11995
rifcsplowo2_01_sub10_scaffold_3159	rifcsplowo2_01_sub10_scaffold_3159
BML_P1_FWI_052019_Enrich_R1_scaffold_2718	BML_P1_FWI_052019_Enrich_R1_scaffold_2718
SacSanJoaqDelta_STCK_4_2024_scaffold_18586	SacSanJoaqDelta_STCK_4_2024_scaffold_18586
U2c1_full_idba_ud_scaffold_22341	U2c1_full_idba_ud_scaffold_22341
StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_51320	StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_51320
EastRiver_HyporheicZone_EAQ_C_coassembly_70749	EastRiver_HyporheicZone_EAQ_C_coassembly_70749
GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_23316	GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_23316
CG18_big_fil_WC_8_21_14_2.50_150_scaffold_6451	CG18_big_fil_WC_8_21_14_2.50_150_scaffold_6451
Mayberry_contig_91_7252045_length_5790_multi_2_in_0_out_0	Mayberry_contig_91_7252045_length_5790_multi_2_in_0_out_0
rifcsplowo2_12_sub10_scaffold_2591	rifcsplowo2_12_sub10_scaffold_2591
LacPavin_0920_SED3_scaffold_430656	LacPavin_0920_SED3_scaffold_430656
CoronaMine_BoilerAditSludge_05_06_2023_17194	CoronaMine_BoilerAditSludge_05_06_2023_17194
S_p1_S3_coassembly_k141_2444807	S_p1_S3_coassembly_k141_2444807
gwe1_scaffold_3746	gwe1_scaffold_3746
SR-VP_11_27_2022_S2_40cm_scaffold_19486	SR-VP_11_27_2022_S2_40cm_scaffold_19486
SR-VP_11_27_2022_S2_40cm_scaffold_19486	SR-VP_07_25_2022_A1_60cm_MG_illumina_5472
SR-VP_11_27_2022_S2_40cm_scaffold_19486	SR-VP_11_27_2022_S1_60cm_scaffold_16350
Alum_Rock_MS4_0_65_metaspades_scaffold_1208	Alum_Rock_MS4_0_65_metaspades_scaffold_1208
Alum_Rock_MS4_0_65_metaspades_scaffold_1208	AR1-0.65_scaffold_845
EastRiver_Drought_Site2_10cm_R2_T2_2562	EastRiver_Drought_Site2_10cm_R2_T2_2562
EastRiver_Drought_Site2_10cm_R2_T2_2562	Site2_T2_4715
EastRiver_Drought_Site2_10cm_R4_T5_3942	EastRiver_Drought_Site2_10cm_R4_T5_3942
czo_rhiz2_16_scaffold_22543	czo_rhiz2_16_scaffold_22543
gwd1_scaffold_4313	gwd1_scaffold_4313
amazon_plume_scaffold_5811	amazon_plume_scaffold_5811
EastRiver_HyporheicZone_EAQ_HZ_C_2021_07_06_9640_length_5480_cov_1.609938	EastRiver_HyporheicZone_EAQ_HZ_C_2021_07_06_9640_length_5480_cov_1.609938
zodeltone_water_may_2017_k87_10769298	zodeltone_water_may_2017_k87_10769298
WaterYear_HC4_D3_20557190	WaterYear_HC4_D3_20557190
WaterYear_HC4_D3_20557190	WaterYear_HC8_D1_1052771
RifSed_csp1_19ft_2_scaffold_25500	RifSed_csp1_19ft_2_scaffold_25500
RifSed_csp1_19ft_2_scaffold_25500	19ft_2_nophage_noknown_scaffold_20615
anamox2_scaffold_7627	anamox2_scaffold_7627
LacPavin_0920_SED5_scaffold_825118	LacPavin_0920_SED5_scaffold_825118
BC_09192017_0_5m_scaffold_20936	BC_09192017_0_5m_scaffold_20936
RifSed_csp1_19ft_1_scaffold_56265	RifSed_csp1_19ft_1_scaffold_56265
RifSed_csp1_19ft_1_scaffold_56265	rifcsp2_19ft_1_scaffold_50248
SW_scaffold_36367	SW_scaffold_36367
StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_60449	StrawberryCreek_0_1_micro_water_09_04_2025_scaffold_60449
LacPavin_0920_SED5_scaffold_879367	LacPavin_0920_SED5_scaffold_879367
LacPavin_0920_SED5_scaffold_879367	LacPavin_0920_SED3_scaffold_1330191
LacPavin_0920_SED5_scaffold_879367	LacPavin_0920_SED4_scaffold_1679192
EastRiver_08_08_2020_HR_Quigley_18711_length_5328_cov_3.457235	EastRiver_08_08_2020_HR_Quigley_18711_length_5328_cov_3.457235
rifcsplowo2_01_sub10_scaffold_3856	rifcsplowo2_01_sub10_scaffold_3856
H1a1_full_scaffold_622	H1a1_full_scaffold_622
RifSed_csp1_13ft_1_scaffold_42631	RifSed_csp1_13ft_1_scaffold_42631
RifSed_csp1_13ft_1_scaffold_42631	rifcsp_13ft_1_scaffold_35747
SR-VP_07_25_2022_A1_115cm_MG_illumina_11933	SR-VP_07_25_2022_A1_115cm_MG_illumina_11933
Landfill_SRR22315508_scaffold_54873	Landfill_SRR22315508_scaffold_54873
PH2017_24_DOB_U_A_scaffold_2681	PH2017_24_DOB_U_A_scaffold_2681
H1c2_full_scaffold_19121	H1c2_full_scaffold_19121
GD2_2_scaffold_6875	GD2_2_scaffold_6875
Mad1_60_16_scaffold_22968	Mad1_60_16_scaffold_22968
HS2274O.8.22_scaffold_13038	HS2274O.8.22_scaffold_13038
SCNpilot_cont_1000_bf_scaffold_11516	SCNpilot_cont_1000_bf_scaffold_11516
FFSP_072018_bottom_0_1um_scaffold_3391	FFSP_072018_bottom_0_1um_scaffold_3391
QZM_A2_2_scaffold_3455	QZM_A2_2_scaffold_3455
ERMLT366_2_scaffold_878	ERMLT366_2_scaffold_878
rifcsplowo2_12_scaffold_41748	rifcsplowo2_12_scaffold_41748
15con2h3.4A_scaffold_31999	15con2h3.4A_scaffold_31999
RTP_09252017_14_scaffold_13524	RTP_09252017_14_scaffold_13524
XiAn_Groundwater_SRR22388187_scaffold_30813	XiAn_Groundwater_SRR22388187_scaffold_30813
S4_GD2017_2_S1_scaffold_12980	S4_GD2017_2_S1_scaffold_12980
Salt_Pond_R2_B_D2_MG_scaffold_19535	Salt_Pond_R2_B_D2_MG_scaffold_19535
CG09_land_8_20_14_0.10_scaffold_11746	CG09_land_8_20_14_0.10_scaffold_11746
Zodletone_Water_assembly2018_k141_1886965	Zodletone_Water_assembly2018_k141_1886965
AR_MS11_05142019_scaffold_7612	AR_MS11_05142019_scaffold_7612
RPR_I_C2_k141_4298969	RPR_I_C2_k141_4298969
CG_2015-08_scaffold_12223	CG_2015-08_scaffold_12223
CG_2015-08_scaffold_12223	CG_2015-10_scaffold_45160
SR-VP_07_25_2022_A1_60cm_MG_illumina_8855	SR-VP_07_25_2022_A1_60cm_MG_illumina_8855
BC_09192017_0_5m_scaffold_10831	BC_09192017_0_5m_scaffold_10831
BC_09192017_0_5m_scaffold_10877	BC_09192017_0_5m_scaffold_10877
QZM_B1_scaffold_19116	QZM_B1_scaffold_19116
Weihai_Groundwater_SRR22388041_scaffold_40033	Weihai_Groundwater_SRR22388041_scaffold_40033
ERMGT319_2_scaffold_3669	ERMGT319_2_scaffold_3669
FFSP_072018_bottom_0_1um_scaffold_17753	FFSP_072018_bottom_0_1um_scaffold_17753
Endo_scaffold_21531	Endo_scaffold_21531
SPOT_01_16_2013_890_MG_41314	SPOT_01_16_2013_890_MG_41314
CG23_combo_of_CG06-09_8_20_14_all_150_scaffold_88651	CG23_combo_of_CG06-09_8_20_14_all_150_scaffold_88651
CG_4_9_14_3_um_filter_150_scaffold_106745	CG_4_9_14_3_um_filter_150_scaffold_106745
zodeltone_water_may_2017_k87_12072084	zodeltone_water_may_2017_k87_12072084
AR_MS4_05142019_scaffold_80437	AR_MS4_05142019_scaffold_80437
WaterYear_AA5_D1_10566089	WaterYear_AA5_D1_10566089
Landfill_SRR22315509_scaffold_394850	Landfill_SRR22315509_scaffold_394850
GuaymasBasin_2024_04_23_Crock_NAcm_D5264_under_321571	GuaymasBasin_2024_04_23_Crock_NAcm_D5264_under_321571
QZM_A2_1_scaffold_42158	QZM_A2_1_scaffold_42158
SPRUCE_SRR12951267_158029	SPRUCE_SRR12951267_158029
Landfill_SRR22315506_METASPADES_scaffold_604698	Landfill_SRR22315506_METASPADES_scaffold_604698
WaterYear_AB7_D1_23867643	WaterYear_AB7_D1_23867643
SPOT_05_22_2013_890_MG_39030	SPOT_05_22_2013_890_MG_39030
SPOT_05_22_2013_890_MG_39030	SPOT_07_14_2015_890_MG_41814
LacPavin_0818_WC40_scaffold_521803	LacPavin_0818_WC40_scaffold_521803
RifSed_csp2_19ft_3_scaffold_144728	RifSed_csp2_19ft_3_scaffold_144728
BML_02172017_9_0m_scaffold_10632	BML_02172017_9_0m_scaffold_10632
BML_02172017_9_0m_scaffold_10632	BML_08012017_9_75m_scaffold_11314
SR-VP_9_9_2021_43_3A_1_55m_scaffold_50521	SR-VP_9_9_2021_43_3A_1_55m_scaffold_50521
L2s1_full_idba_ud_scaffold_45303	L2s1_full_idba_ud_scaffold_45303
GuaymasBasin_2024_04_17_CC15_11-14cm_D5258_239805	GuaymasBasin_2024_04_17_CC15_11-14cm_D5258_239805
15con2h3.4B_scaffold_225422	15con2h3.4B_scaffold_225422
MV1S112SP2S24A_scaffold_111035	MV1S112SP2S24A_scaffold_111035
SW_scaffold_258123	SW_scaffold_258123
CG_2015-02_scaffold_104771	CG_2015-02_scaffold_104771
EastRiver_HyporheicZone_EAQ_C_coassembly_805784	EastRiver_HyporheicZone_EAQ_C_coassembly_805784
FFC_07242016_10_scaffold_9111	FFC_07242016_10_scaffold_9111
SR-VP_0-2_scaffold_141_1406959	SR-VP_0-2_scaffold_141_1406959
SRVP19_core_2_viral_idba_scaffold_89075	SRVP19_core_2_viral_idba_scaffold_89075
ALT_092018_0_1um_scaffold_62026	ALT_092018_0_1um_scaffold_62026
RES_21_08_16_R1_OX_MG_72119	RES_21_08_16_R1_OX_MG_72119
EelRiver_FC_N3_210922_idba_scaffold_68087	EelRiver_FC_N3_210922_idba_scaffold_68087
LacPavin_0920_SED5_scaffold_1395662	LacPavin_0920_SED5_scaffold_1395662
SacSanJoaqDelta_OBI_4_2024_scaffold_242343	SacSanJoaqDelta_OBI_4_2024_scaffold_242343
U3c2_full_idba_ud_scaffold_75472	U3c2_full_idba_ud_scaffold_75472
GuaymasBasin_2024_04_23_Crock_NAcm_D5264_under_348580	GuaymasBasin_2024_04_23_Crock_NAcm_D5264_under_348580
ALT_04162018_0_2um_scaffold_49320	ALT_04162018_0_2um_scaffold_49320
ALT_04162018_0_2um_scaffold_49376	ALT_04162018_0_2um_scaffold_49376
SCNpilot_cont_750_bf_scaffold_25750	SCNpilot_cont_750_bf_scaffold_25750
CG_2015-10_scaffold_110371	CG_2015-10_scaffold_110371
FFSP_072018_mid_0_1um_scaffold_9065	FFSP_072018_mid_0_1um_scaffold_9065
GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_139394	GuaymasBasin_2024_04_25_CC2_NAcm_D5266_melted_139394
WaterYear_AA7_D1_2273787	WaterYear_AA7_D1_2273787
RPR_22_05_09_1_scaffold_750578	RPR_22_05_09_1_scaffold_750578
SW_scaffold_271316	SW_scaffold_271316
Nantong_Groundwater_SRR22387873_scaffold_155357	Nantong_Groundwater_SRR22387873_scaffold_155357
RES_21_09_03_R1_M1_MG_163063	RES_21_09_03_R1_M1_MG_163063
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1410184	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1410184
EastRiver_HyporheicZone_Rock_R_2021_07_17_165449_length_1516_cov_1.578834	EastRiver_HyporheicZone_Rock_R_2021_07_17_165449_length_1516_cov_1.578834
Landfill_SRR22315509_scaffold_474732	Landfill_SRR22315509_scaffold_474732
FK_AMD_2014_scaffold_22805	FK_AMD_2014_scaffold_22805
RTP_092018_0_1um_scaffold_55146	RTP_092018_0_1um_scaffold_55146
EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_06_105223_length_1509_cov_1.242402	EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_06_105223_length_1509_cov_1.242402
rifcsphigho2_12_scaffold_249633	rifcsphigho2_12_scaffold_249633
WaterYear_AC7_D1_11134835	WaterYear_AC7_D1_11134835
EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_13_123990_length_1507_cov_1.960145	EastRiver_HyporheicZone_EAQ_HZ_A_2021_07_13_123990_length_1507_cov_1.960145
CG_2015-10_scaffold_115101	CG_2015-10_scaffold_115101
unicom2021_DBay_Inner_5um_Filter_idba_scaffold_127736	unicom2021_DBay_Inner_5um_Filter_idba_scaffold_127736
PH2017_36_ELK_O_B_scaffold_12274	PH2017_36_ELK_O_B_scaffold_12274
PH2017_36_ELK_O_B_scaffold_12274	PH2017_18_LLB_O_A_scaffold_24083
QZM_A2_1_scaffold_47165	QZM_A2_1_scaffold_47165
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1451381	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1451381
RifSed_csp1_10ft_1_notmapped_to1911g_scaffold_323419	RifSed_csp1_10ft_1_notmapped_to1911g_scaffold_323419
RifSed_csp1_10ft_1_notmapped_to1911g_scaffold_323419	RifSed_csp1_10ft_1_scaffold_325987
RifSed_csp1_10ft_1_notmapped_to1911g_scaffold_323419	rifcsp10_1_full_scaffold_310158
S27_BME27_42382	S27_BME27_42382
S31_BME31_409624	S31_BME31_409624
NODE_138869_length_1484_cov_2.879636	NODE_138869_length_1484_cov_2.879636
rifoxyc3_full_scaffold_37816	rifoxyc3_full_scaffold_37816
Quanzhou_Groundwater_SRR22387909_scaffold_86257	Quanzhou_Groundwater_SRR22387909_scaffold_86257
SacSanJoaqDelta_STCK_4_2024_scaffold_136336	SacSanJoaqDelta_STCK_4_2024_scaffold_136336
EastRiver_HyporheicZone_EAQ_HZ_C_2021_07_13_219481_length_1476_cov_2.048925	EastRiver_HyporheicZone_EAQ_HZ_C_2021_07_13_219481_length_1476_cov_2.048925
EastRiver_HyporheicZone_EAQ_HZ_C_2021_07_13_219481_length_1476_cov_2.048925	EastRiver_HyporheicZone_EAQ_C_coassembly_886683
CG_2015-06_scaffold_57371	CG_2015-06_scaffold_57371
unicom2021_StrawCreek_N_L0902_W_B_idba_scaffold_25005	unicom2021_StrawCreek_N_L0902_W_B_idba_scaffold_25005
SCN_reactora_scaffold_45130	SCN_reactora_scaffold_45130
REG_22_11_18_KiT_scaffold_561746	REG_22_11_18_KiT_scaffold_561746
A1-18-all-fractions_k255_4496636	A1-18-all-fractions_k255_4496636
BML_08042016_1_5m_scaffold_14415	BML_08042016_1_5m_scaffold_14415
GOSHIP-P18_201_1_15_261S_853m_67378	GOSHIP-P18_201_1_15_261S_853m_67378
CG_2015-10_scaffold_120236	CG_2015-10_scaffold_120236
GOSHIP-P18_121_1_22_11S_69m_64046	GOSHIP-P18_121_1_22_11S_69m_64046
Landfill_SRR22315506_METASPADES_scaffold_758128	Landfill_SRR22315506_METASPADES_scaffold_758128
GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1501636	GuaymasBasin_2018_11_20_CC5_5-10cm_D4993_1501636
GOSHIP-P18_181_1_15_189S_832m_79656	GOSHIP-P18_181_1_15_189S_832m_79656
2019_SCN_bioreactor_t3_planktonic_scaffold_5623	2019_SCN_bioreactor_t3_planktonic_scaffold_5623
2019_SCN_bioreactor_t3_planktonic_scaffold_5623	scnpilot_expt_750_p_scaffold_29740
2019_SCN_bioreactor_t3_planktonic_scaffold_5623	berkeley_reactor_200306_planktonic_scaffold_223044
CG_2015-02_scaffold_117986	CG_2015-02_scaffold_117986
MarineFeMat_S7_NODE_32319	MarineFeMat_S7_NODE_32319
DD1S54SP2S20A_scaffold_99597	DD1S54SP2S20A_scaffold_99597
SR-VP_11_27_2022_S1_60cm_scaffold_209635	SR-VP_11_27_2022_S1_60cm_scaffold_209635
LFLS_Au_Groundwater_PRJEB14718_scaffold_374290	LFLS_Au_Groundwater_PRJEB14718_scaffold_374290
SR-VP_26_10_2020_2_100CM_scaffold_4590114	SR-VP_26_10_2020_2_100CM_scaffold_4590114
rifoxyc1_full_scaffold_4539	rifoxyc1_full_scaffold_4539
SPRUCE_SRR13781586_7649	SPRUCE_SRR13781586_7649
Salt_Pond_R2_A_D1_MG_scaffold_7389	Salt_Pond_R2_A_D1_MG_scaffold_7389
